Region,City,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Payment Mode,Year,Month,Sales_log
East,Guwahati,Groceries,Spices,3,19514,10,52687.8,UPI,2024,9,10.872158188223922
South,Bangalore,Clothing,Men's Wear,5,13030,10,58635.0,UPI,2023,11,10.979104121409922
North,Jaipur,Groceries,Sugar,1,47052,15,39994.2,Net Banking,2024,5,10.596514725895497
North,Jaipur,Beauty,Perfume,1,64640,15,54944.0,COD,2025,2,10.914087963881025
North,Amritsar,Sports,Cricket Bat,4,3613,5,13729.4,Credit Card,2023,11,9.527367631622429
West,Mumbai,Beauty,Face Cream,3,28304,5,80666.4,Credit Card,2025,3,11.298089807338483
North,Amritsar,Sports,Football,2,26749,20,42798.4,COD,2024,8,10.664279362780036
North,Amritsar,Kitchen,Refrigerator,5,866,10,3897.0,Credit Card,2024,5,8.268218880067506
North,Jaipur,Books,Biography,2,68743,15,116863.1,Credit Card,2024,5,11.668767000209728
South,Thiruvananthapuram,Clothing,Women's Wear,5,21064,0,105320.0,Net Banking,2025,2,11.564768108437939
West,Pune,Electronics,Headphones,1,75876,20,60700.8,UPI,2023,11,11.013728630644161
South,Chennai,Clothing,Women's Wear,2,23175,20,37080.0,Credit Card,2024,9,10.52085998803243
South,Thiruvananthapuram,Sports,Yoga Mat,3,60450,10,163215.0,COD,2024,4,12.002829755922301
North,Lucknow,Sports,Cricket Bat,5,68807,20,275228.0,Debit Card,2024,8,12.525358757396441
North,Delhi,Home Decor,Vase,3,28485,20,68364.0,Debit Card,2025,6,11.132616276743182
East,Ranchi,Furniture,Bed,3,17504,0,52512.0,Debit Card,2025,2,10.868816036974797
East,Patna,Home Decor,Vase,4,65133,5,247505.4,Credit Card,2025,3,12.419191719242413
East,Bhubaneswar,Sports,Yoga Mat,3,10190,0,30570.0,COD,2024,5,10.327807126158824
South,Bangalore,Toys,Action Figure,3,40930,5,116650.5,Net Banking,2025,2,11.666946136346754
North,Jaipur,Groceries,Rice,5,68503,15,291137.75,UPI,2024,2,12.581555236642375
North,Jaipur,Toys,Puzzle,2,11277,5,21426.3,UPI,2024,10,9.972421088929455
South,Coimbatore,Furniture,Table,4,63420,5,240996.0,Debit Card,2023,11,12.392539764262533
East,Patna,Toys,RC Car,1,7111,20,5688.8,UPI,2025,8,8.646430377117737
South,Chennai,Electronics,Laptop,1,17837,10,16053.3,Net Banking,2024,10,9.68373200544853
South,Coimbatore,Home Decor,Clock,3,17942,5,51134.7,UPI,2024,4,10.842238162400351
North,Delhi,Home Decor,Vase,1,54632,15,46437.2,Net Banking,2025,7,10.745877675370728
West,Surat,Toys,Board Game,3,77782,15,198344.1,COD,2024,4,12.19776372183093
East,Patna,Furniture,Sofa,3,67365,5,191990.25,Net Banking,2023,11,12.165205077054775
South,Chennai,Kitchen,Mixer Grinder,2,769,10,1384.2,UPI,2024,5,7.233599812528267
East,Bhubaneswar,Home Decor,Wall Art,2,66735,10,120123.0,COD,2023,10,11.696279821576132
West,Goa,Furniture,Chair,3,63541,0,190623.0,Debit Card,2025,5,12.158058180428414
West,Goa,Furniture,Cabinet,4,60442,15,205502.8,Debit Card,2024,11,12.233219804231647
South,Coimbatore,Groceries,Sugar,3,62535,0,187605.0,Net Banking,2024,5,12.142099297985249
North,Chandigarh,Beauty,Perfume,5,43450,15,184662.5,Net Banking,2024,4,12.126290528899842
South,Bangalore,Furniture,Cabinet,4,15141,5,57535.8,COD,2025,3,10.960180022072782
East,Guwahati,Toys,RC Car,4,46131,10,166071.6,Credit Card,2025,5,12.0201803211269
West,Mumbai,Clothing,Women's Wear,1,37503,20,30002.4,Credit Card,2025,3,10.309065987555888
East,Guwahati,Clothing,Kids Wear,4,44932,20,143782.4,Credit Card,2024,12,11.876063279497108
South,Chennai,Home Decor,Cushion,1,6862,10,6175.8,UPI,2025,3,8.728555616994607
North,Delhi,Books,Comics,1,19399,10,17459.1,Net Banking,2024,12,9.767673556754053
South,Chennai,Kitchen,Mixer Grinder,4,72494,10,260978.4,UPI,2025,5,12.47219675598685
South,Coimbatore,Electronics,Laptop,3,1171,10,3161.7,Credit Card,2024,6,8.059181372142861
South,Chennai,Toys,Board Game,2,74228,20,118764.8,Credit Card,2024,2,11.68490876567775
East,Guwahati,Kitchen,Refrigerator,1,15912,10,14320.8,COD,2024,4,9.569538130939286
East,Ranchi,Books,Comics,5,27176,15,115498.0,Credit Card,2023,12,11.657017150897847
South,Bangalore,Electronics,Mobile,5,5312,15,22576.0,Debit Card,2025,10,10.024686967937972
West,Goa,Books,Biography,2,4766,5,9055.4,Debit Card,2025,3,9.111226969078823
North,Lucknow,Groceries,Sugar,1,44779,0,44779.0,UPI,2024,1,10.709516890152745
East,Guwahati,Toys,Doll,4,417,10,1501.2,Net Banking,2023,12,7.314685979251911
North,Jaipur,Toys,Board Game,3,36935,15,94184.25,UPI,2023,10,11.453018866563276
West,Surat,Books,Textbook,1,8124,10,7311.6,Debit Card,2025,8,8.897354166660282
South,Hyderabad,Toys,Action Figure,4,7889,10,28400.4,Debit Card,2025,1,10.25419371870895
South,Coimbatore,Sports,Tennis Racket,1,70443,15,59876.55,Credit Card,2024,2,11.000056922532856
East,Bhubaneswar,Kitchen,Microwave,4,39727,15,135071.8,COD,2024,11,11.813569171331803
East,Patna,Books,Non-Fiction,4,40900,5,155420.0,Credit Card,2025,1,11.95389284292089
East,Bhubaneswar,Kitchen,Cookware Set,2,22900,5,43510.0,COD,2024,9,10.680769058672864
East,Kolkata,Books,Non-Fiction,1,30660,0,30660.0,UPI,2024,5,10.330746767679962
East,Bhubaneswar,Kitchen,Cookware Set,2,29299,10,52738.2,Credit Card,2024,6,10.87311429103986
East,Bhubaneswar,Clothing,Men's Wear,1,26149,0,26149.0,Debit Card,2025,6,10.171604469493069
East,Patna,Sports,Dumbbells,2,49667,0,99334.0,Net Banking,2024,11,11.506253255202164
East,Ranchi,Clothing,Kids Wear,1,12103,10,10892.7,UPI,2024,9,9.295939919470076
North,Amritsar,Clothing,Shoes,5,67427,5,320278.25,Debit Card,2024,12,12.676948550482816
North,Amritsar,Home Decor,Lamp,2,67221,20,107553.6,UPI,2025,1,11.58575390458551
North,Chandigarh,Toys,Puzzle,4,50609,15,172070.6,COD,2025,2,12.055665948245263
South,Hyderabad,Groceries,Wheat,3,46759,15,119235.45,COD,2023,12,11.688863775460188
North,Chandigarh,Kitchen,Microwave,5,22948,15,97529.0,Debit Card,2024,7,11.48791530196606
West,Goa,Kitchen,Mixer Grinder,2,76530,10,137754.0,Credit Card,2025,2,11.833232023997072
West,Pune,Electronics,Mobile,2,52860,20,84576.0,UPI,2025,8,11.345417641019322
North,Amritsar,Sports,Yoga Mat,4,33427,20,106966.4,COD,2025,3,11.58027939412463
North,Chandigarh,Furniture,Chair,1,56017,10,50415.3,Credit Card,2025,9,10.82806981447126
East,Bhubaneswar,Furniture,Sofa,4,37045,5,140771.0,Credit Card,2024,10,11.85489683929372
East,Guwahati,Home Decor,Lamp,4,25388,20,81241.6,Net Banking,2024,2,11.305195019121152
East,Kolkata,Kitchen,Mixer Grinder,4,28766,10,103557.6,Credit Card,2024,1,11.547892915040993
North,Amritsar,Electronics,Headphones,5,69559,10,313015.5,Credit Card,2025,9,12.654011183787821
North,Delhi,Clothing,Women's Wear,1,9542,10,8587.8,Net Banking,2023,11,9.058214307897254
East,Guwahati,Groceries,Sugar,2,4226,10,7606.8,Net Banking,2024,3,8.936929315761917
West,Goa,Furniture,Bed,3,5903,10,15938.1,Net Banking,2025,6,9.67653048901869
East,Guwahati,Electronics,Laptop,2,30257,10,54462.6,COD,2023,11,10.905287867605255
West,Pune,Books,Biography,3,55984,20,134361.6,UPI,2025,5,11.808297394536321
East,Guwahati,Groceries,Sugar,3,19344,0,58032.0,COD,2024,12,10.968767093246287
East,Kolkata,Toys,Board Game,1,26129,5,24822.55,UPI,2025,6,10.119548078345476
West,Goa,Electronics,Smartwatch,5,60520,10,272340.0,COD,2025,5,12.514810236552563
North,Lucknow,Toys,Puzzle,1,17598,10,15838.2,COD,2025,3,9.670243159042489
East,Bhubaneswar,Sports,Yoga Mat,4,13561,5,51531.8,Debit Card,2024,5,10.849973777125308
North,Chandigarh,Kitchen,Microwave,4,72709,0,290836.0,Credit Card,2024,1,12.580518251760994
South,Coimbatore,Beauty,Lipstick,5,75416,0,377080.0,COD,2025,3,12.840215297463715
North,Jaipur,Home Decor,Cushion,1,52794,10,47514.6,Debit Card,2024,6,10.768813357156976
South,Thiruvananthapuram,Kitchen,Refrigerator,1,51786,10,46607.4,Debit Card,2024,3,10.749536061380034
South,Chennai,Kitchen,Microwave,1,47195,15,40115.75,Debit Card,2025,3,10.599549231815567
South,Chennai,Books,Fiction,4,68946,10,248205.6,Net Banking,2025,1,12.422016742857599
South,Coimbatore,Kitchen,Refrigerator,1,67087,15,57023.95,Net Banking,2024,10,10.951244170343786
North,Jaipur,Clothing,Men's Wear,3,7846,10,21184.2,Net Banking,2024,11,9.961058103658061
East,Kolkata,Sports,Cricket Bat,5,58845,5,279513.75,Debit Card,2025,3,12.540810342993442
North,Chandigarh,Sports,Football,1,50016,10,45014.4,COD,2023,11,10.714759932430011
West,Surat,Electronics,Smartwatch,5,50838,20,203352.0,UPI,2025,4,12.222698664115656
North,Lucknow,Electronics,Laptop,1,23484,20,18787.2,Net Banking,2024,12,9.84098429218284
South,Thiruvananthapuram,Groceries,Spices,3,23078,10,62310.6,Debit Card,2025,5,11.039902883269898
East,Bhubaneswar,Books,Biography,1,56618,15,48125.3,COD,2024,8,10.781584084212254
West,Goa,Sports,Yoga Mat,1,50052,20,40041.6,COD,2024,5,10.597699166385901
West,Ahmedabad,Books,Fiction,3,43808,0,131424.0,UPI,2025,7,11.786191625687648
West,Pune,Clothing,Women's Wear,4,44623,0,178492.0,Debit Card,2025,2,12.092304663746601
North,Jaipur,Furniture,Sofa,4,48102,10,173167.2,Debit Card,2025,2,12.062018655482056
East,Ranchi,Home Decor,Clock,4,52567,0,210268.0,COD,2024,4,12.256142942360997
East,Bhubaneswar,Clothing,Kids Wear,4,6700,10,24120.0,Net Banking,2024,8,10.090838109351523
South,Bangalore,Kitchen,Cookware Set,4,27707,20,88662.4,Net Banking,2025,1,11.392602456311776
South,Thiruvananthapuram,Home Decor,Clock,3,38099,15,97152.45,UPI,2024,10,11.484046966269746
North,Lucknow,Books,Non-Fiction,4,7300,15,24820.0,Net Banking,2025,5,10.119445348035613
East,Ranchi,Books,Comics,4,40631,20,130019.2,Credit Card,2024,4,11.775445101982164
East,Guwahati,Home Decor,Lamp,3,10211,10,27569.7,Credit Card,2024,5,10.2245088936121
South,Bangalore,Home Decor,Cushion,4,7979,0,31916.0,UPI,2024,8,10.370894062184476
South,Chennai,Clothing,Women's Wear,4,37677,5,143172.6,Credit Card,2023,10,11.871813158970843
West,Pune,Toys,Puzzle,3,59754,5,170298.9,UPI,2025,3,12.045316279451546
North,Amritsar,Clothing,Accessories,2,51078,20,81724.8,Debit Card,2024,5,11.311125020470778
North,Chandigarh,Clothing,Kids Wear,1,43378,0,43378.0,UPI,2024,3,10.677730732017421
North,Delhi,Electronics,Laptop,5,7303,5,34689.25,COD,2025,9,10.454213946625634
South,Coimbatore,Home Decor,Wall Art,1,78381,5,74461.95,Debit Card,2024,10,11.218056965229072
North,Lucknow,Beauty,Perfume,4,76187,15,259035.8,COD,2024,1,12.46472541553065
South,Bangalore,Groceries,Wheat,3,46017,5,131148.45,UPI,2024,12,11.784092791614858
North,Jaipur,Groceries,Oil,3,37796,10,102049.2,Net Banking,2025,10,11.533220128059686
West,Surat,Toys,Board Game,4,38258,15,130077.2,Credit Card,2025,5,11.77589108704752
South,Chennai,Books,Non-Fiction,3,36092,20,86620.8,Net Banking,2025,2,11.369306794972934
North,Jaipur,Toys,Puzzle,2,68939,0,137878.0,COD,2025,2,11.834131767921008
North,Amritsar,Groceries,Rice,5,27510,15,116917.5,Credit Card,2024,12,11.669232389857905
North,Lucknow,Furniture,Sofa,5,43081,15,183094.25,Credit Card,2024,1,12.117761788217962
West,Surat,Electronics,Laptop,1,34074,0,34074.0,COD,2024,5,10.436319256564733
West,Ahmedabad,Furniture,Bed,2,59713,0,119426.0,Net Banking,2024,5,11.690460585030223
East,Patna,Groceries,Oil,5,5874,20,23496.0,Debit Card,2024,2,10.064628032408605
West,Mumbai,Toys,Board Game,4,52834,20,169068.8,Credit Card,2024,8,12.038066926388336
North,Amritsar,Clothing,Women's Wear,4,58290,0,233160.0,UPI,2024,8,12.359484481050615
East,Guwahati,Kitchen,Cookware Set,2,6871,10,12367.8,COD,2023,12,9.422932451788384
South,Chennai,Clothing,Women's Wear,5,17700,10,79650.0,COD,2024,8,11.285409870187191
North,Delhi,Clothing,Women's Wear,5,24842,20,99368.0,Credit Card,2025,9,11.506595472775356
South,Coimbatore,Books,Non-Fiction,3,63871,0,191613.0,COD,2025,8,12.163238210743025
West,Goa,Beauty,Face Cream,2,79948,20,127916.8,UPI,2024,7,11.759143149111038
South,Chennai,Books,Biography,4,19513,0,78052.0,Credit Card,2024,7,11.265143362104324
West,Mumbai,Beauty,Perfume,3,70271,20,168650.4,Debit Card,2024,7,12.035589141670876
West,Pune,Books,Comics,1,65966,10,59369.4,COD,2024,10,10.99155106465149
East,Guwahati,Clothing,Men's Wear,2,9482,0,18964.0,Net Banking,2024,2,9.850350454123
South,Coimbatore,Sports,Tennis Racket,3,46781,5,133325.85,COD,2024,5,11.800558911239776
South,Chennai,Home Decor,Lamp,4,67643,15,229986.2,COD,2024,8,12.34577893418278
West,Surat,Kitchen,Cookware Set,3,30496,20,73190.4,Credit Card,2025,1,11.200833206708545
West,Surat,Kitchen,Juicer,3,37236,15,94951.8,Net Banking,2025,8,11.461135205010478
South,Hyderabad,Groceries,Spices,5,48255,15,205083.75,Net Banking,2024,5,12.231178587322407
North,Jaipur,Groceries,Oil,4,37889,10,136400.4,UPI,2025,3,11.823357288268443
West,Pune,Home Decor,Lamp,1,22373,20,17898.4,UPI,2024,9,9.792522471713982
West,Goa,Clothing,Accessories,2,23589,0,47178.0,Credit Card,2025,2,10.76170415731525
North,Chandigarh,Toys,Doll,4,16492,10,59371.2,Credit Card,2023,12,10.991581382330237
West,Pune,Furniture,Sofa,2,20859,15,35460.3,Debit Card,2025,3,10.476197239982708
South,Hyderabad,Sports,Football,1,32325,15,27476.25,Net Banking,2025,2,10.221113668548467
West,Mumbai,Books,Non-Fiction,3,60710,0,182130.0,Credit Card,2024,3,12.112481487361165
East,Kolkata,Furniture,Table,5,5443,20,21772.0,Debit Card,2023,10,9.988425949052319
West,Ahmedabad,Sports,Dumbbells,3,73832,20,177196.8,Net Banking,2023,10,12.08502190172616
North,Amritsar,Beauty,Face Cream,2,42712,5,81152.8,Credit Card,2024,2,11.304101398710227
South,Hyderabad,Groceries,Rice,2,29140,10,52452.0,COD,2025,5,10.86767280951953
East,Guwahati,Books,Comics,1,1223,0,1223.0,COD,2024,2,7.1098794630722715
North,Amritsar,Books,Textbook,2,60367,15,102623.9,COD,2024,10,11.538835872332818
South,Bangalore,Beauty,Lipstick,4,62361,15,212027.4,Credit Card,2024,4,12.264475506946157
North,Jaipur,Books,Comics,1,7209,5,6848.55,Debit Card,2023,12,8.831938235667707
North,Jaipur,Electronics,Headphones,3,3454,5,9843.9,COD,2024,5,9.194708833581315
West,Goa,Sports,Cricket Bat,2,37545,10,67581.0,COD,2023,10,11.121096954384972
South,Hyderabad,Furniture,Chair,3,20538,10,55452.6,Credit Card,2025,2,10.923301914025457
South,Hyderabad,Books,Textbook,1,14796,0,14796.0,COD,2025,10,9.602179736502535
North,Chandigarh,Books,Fiction,5,24126,0,120630.0,UPI,2025,4,11.70049157833689
West,Goa,Sports,Football,1,18676,0,18676.0,Debit Card,2024,11,9.835048099313607
South,Chennai,Kitchen,Mixer Grinder,3,76579,10,206763.3,Net Banking,2025,9,12.239334776153113
South,Hyderabad,Home Decor,Wall Art,1,48500,15,41225.0,COD,2024,2,10.62682440425913
West,Mumbai,Electronics,Laptop,3,36436,15,92911.8,Debit Card,2024,1,11.439416697872678
West,Goa,Kitchen,Refrigerator,3,48917,10,132075.9,UPI,2023,11,11.791139607694706
West,Ahmedabad,Clothing,Women's Wear,3,2420,15,6171.0,UPI,2025,8,8.72777821348305
North,Jaipur,Home Decor,Cushion,3,64543,15,164584.65,UPI,2025,4,12.01118638237966
West,Surat,Furniture,Table,1,4793,5,4553.35,Debit Card,2024,12,8.42383809918209
North,Delhi,Furniture,Sofa,4,73765,15,250801.0,COD,2024,8,12.432419062190766
North,Chandigarh,Sports,Yoga Mat,5,38112,0,190560.0,UPI,2025,7,12.157727632266374
West,Mumbai,Toys,RC Car,1,67353,10,60617.7,UPI,2025,5,11.012358705314211
North,Chandigarh,Home Decor,Wall Art,3,38820,0,116460.0,COD,2023,10,11.665311731993436
South,Thiruvananthapuram,Books,Fiction,1,60871,15,51740.35,Credit Card,2024,8,10.854012547398083
North,Jaipur,Electronics,Laptop,3,51519,0,154557.0,Net Banking,2024,10,11.94832470940403
South,Thiruvananthapuram,Books,Textbook,5,15267,20,61068.0,Net Banking,2024,12,11.019759651431075
North,Delhi,Toys,Board Game,4,47990,5,182362.0,UPI,2023,12,12.113754485168153
East,Bhubaneswar,Home Decor,Cushion,3,14918,10,40278.6,Net Banking,2025,4,10.603600416296597
South,Hyderabad,Furniture,Sofa,2,39132,10,70437.6,Debit Card,2025,4,11.162496687341648
South,Bangalore,Clothing,Men's Wear,4,39573,5,150377.4,Credit Card,2024,2,11.920910063162689
North,Amritsar,Home Decor,Clock,2,29072,0,58144.0,Debit Card,2025,1,10.970695169727144
North,Delhi,Kitchen,Mixer Grinder,4,52378,5,199036.4,Net Banking,2025,2,12.201248025746668
West,Mumbai,Books,Fiction,3,51918,20,124603.2,COD,2024,4,11.732897592632561
West,Ahmedabad,Sports,Dumbbells,3,78172,20,187612.8,Net Banking,2024,7,12.142140873616391
West,Pune,Groceries,Rice,3,68680,0,206040.0,COD,2025,2,12.235830457094263
West,Surat,Sports,Football,2,75516,20,120825.6,Debit Card,2023,11,11.702111738918179
North,Chandigarh,Clothing,Accessories,2,38898,10,70016.4,UPI,2024,7,11.156499061571308
North,Jaipur,Beauty,Face Cream,2,15336,0,30672.0,Credit Card,2024,6,10.33113806777952
South,Bangalore,Toys,Puzzle,5,61719,20,246876.0,Net Banking,2025,6,12.416645515870531
South,Thiruvananthapuram,Clothing,Kids Wear,4,40541,20,129731.2,COD,2025,9,11.77322760471927
East,Kolkata,Groceries,Wheat,2,9193,20,14708.8,UPI,2024,10,9.596269217309988
South,Hyderabad,Electronics,Mobile,1,66153,0,66153.0,Credit Card,2023,10,11.099740636346844
West,Mumbai,Beauty,Lipstick,4,20415,5,77577.0,Net Banking,2023,12,11.259039160821487
East,Patna,Beauty,Perfume,4,59972,0,239888.0,COD,2024,2,12.387931595338015
North,Chandigarh,Toys,Action Figure,1,68857,10,61971.3,Debit Card,2025,7,11.034442790000353
West,Ahmedabad,Clothing,Women's Wear,1,32572,0,32572.0,Credit Card,2024,3,10.391239003331517
West,Pune,Clothing,Men's Wear,2,2713,10,4883.4,Net Banking,2024,3,8.493801731958866
West,Goa,Home Decor,Wall Art,4,38541,20,123331.2,Net Banking,2024,7,11.722636806720887
East,Guwahati,Beauty,Lipstick,4,74374,0,297496.0,Credit Card,2025,6,12.603159419883363
East,Bhubaneswar,Furniture,Bed,4,65122,0,260488.0,Net Banking,2023,11,12.47031591279647
West,Mumbai,Kitchen,Juicer,4,42579,0,170316.0,UPI,2024,4,12.045416685508993
North,Lucknow,Home Decor,Wall Art,4,71951,5,273413.8,Debit Card,2024,2,12.5187453349451
West,Ahmedabad,Furniture,Table,3,20142,15,51362.1,UPI,2024,1,10.846675294797809
West,Surat,Books,Non-Fiction,3,64767,10,174870.9,Debit Card,2025,8,12.071808984862837
West,Mumbai,Toys,Board Game,3,62731,0,188193.0,Debit Card,2024,4,12.145228624647524
North,Chandigarh,Electronics,Mobile,1,7482,20,5985.6,Debit Card,2025,6,8.697278917268616
North,Chandigarh,Electronics,Headphones,5,47721,5,226674.75,Debit Card,2025,5,12.331275861210669
West,Pune,Furniture,Sofa,2,59338,20,94940.8,UPI,2025,6,11.461019351268325
East,Patna,Clothing,Women's Wear,4,60334,0,241336.0,UPI,2025,7,12.393949575954492
West,Pune,Beauty,Perfume,5,19970,20,79880.0,Credit Card,2024,6,11.28829330622956
South,Chennai,Books,Textbook,3,20911,15,53323.05,UPI,2024,1,10.884142727897219
North,Delhi,Sports,Football,3,20274,0,60822.0,Credit Card,2025,4,11.01572328589452
East,Patna,Kitchen,Refrigerator,5,21728,20,86912.0,Net Banking,2024,2,11.372662897303137
South,Coimbatore,Books,Biography,1,41237,15,35051.45,Credit Card,2024,6,10.46460079016249
North,Lucknow,Groceries,Oil,1,78111,5,74205.45,Debit Card,2025,7,11.214606352601239
North,Lucknow,Furniture,Sofa,4,21672,20,69350.4,Credit Card,2024,8,11.146941612994153
South,Chennai,Sports,Cricket Bat,1,12702,20,10161.6,UPI,2025,2,9.226469593906053
West,Goa,Home Decor,Wall Art,4,25020,15,85068.0,UPI,2025,1,11.351217970875567
South,Hyderabad,Home Decor,Wall Art,1,65804,10,59223.6,UPI,2024,7,10.989092275099578
North,Lucknow,Electronics,Camera,4,57786,10,208029.6,Credit Card,2025,2,12.245440463247663
North,Chandigarh,Kitchen,Refrigerator,5,34221,0,171105.0,Credit Card,2024,5,12.050038526477602
South,Chennai,Books,Non-Fiction,5,71772,15,305031.0,Debit Card,2024,4,12.628171968118824
West,Mumbai,Home Decor,Vase,2,71205,15,121048.5,UPI,2024,9,11.703954831833098
East,Guwahati,Home Decor,Clock,5,23305,0,116525.0,UPI,2023,12,11.665869703053506
East,Bhubaneswar,Books,Non-Fiction,1,74364,15,63209.4,Credit Card,2025,3,11.054224123558962
South,Coimbatore,Electronics,Headphones,1,65706,0,65706.0,UPI,2025,1,11.092960743698262
West,Pune,Furniture,Sofa,5,70724,20,282896.0,COD,2023,10,12.552838152779561
South,Coimbatore,Groceries,Sugar,3,2118,0,6354.0,COD,2024,5,8.756997183623554
West,Ahmedabad,Kitchen,Mixer Grinder,1,7064,15,6004.4,Debit Card,2025,6,8.700414343453028
West,Goa,Toys,Board Game,3,15061,20,36146.4,UPI,2023,11,10.495360302455408
East,Guwahati,Kitchen,Microwave,1,55880,15,47498.0,COD,2024,4,10.768463937169544
West,Pune,Furniture,Cabinet,5,15887,10,71491.5,Credit Card,2024,12,11.177347828075328
North,Lucknow,Books,Biography,3,804,15,2050.2,UPI,2024,1,7.626180266726351
South,Bangalore,Kitchen,Juicer,5,3672,5,17442.0,Net Banking,2025,3,9.766693701018134
West,Surat,Sports,Football,2,74827,0,149654.0,Debit Card,2023,12,11.916087924015716
North,Amritsar,Kitchen,Microwave,1,12494,5,11869.3,COD,2023,11,9.381794761083832
West,Mumbai,Beauty,Perfume,1,31088,0,31088.0,UPI,2025,5,10.344609337852328
North,Jaipur,Furniture,Cabinet,3,34154,5,97338.9,Debit Card,2024,9,11.485964256060022
South,Chennai,Kitchen,Mixer Grinder,4,18567,20,59414.4,Net Banking,2025,9,10.992308731008121
South,Bangalore,Kitchen,Mixer Grinder,2,53117,20,84987.2,Debit Card,2025,8,11.350267702306164
South,Thiruvananthapuram,Furniture,Bed,1,28153,10,25337.7,Debit Card,2023,10,10.140088150270252
